gene_id,fd713184-4bb4-4e1b-a3b8-636273ee6ccc,a6a841ae-f63f-45ab-9a17-2288e12a9577,d94a4acc-1345-4cdb-b1e0-0b9c1afc593c,f1eb1ef7-fe25-4dd8-abed-9d9c298d72fb,32dd8db9-1e43-497e-a35a-664d7d15ed60,f6108b9b-e02f-4608-bec3-bcc0112d05b4,fbd81adc-aa56-4cde-b1f2-e749e2cbf653,525e9185-ed15-403d-8987-93c50e4b89a1
ENSG00000259201.1,12,0,0,1,1,0,0,2
ENSG00000259202.1,22,0,0,0,0,0,0,0
ENSG00000259203.2,1,0,0,2,115,34,208,5
ENSG00000259204.1,2,1,0,0,0,0,1,0
ENSG00000259205.2,0,7,6,27,9,22,25,5
ENSG00000259207.9,286,100,294,1257,1677,2971,2271,467
ENSG00000259209.3,76,7,4,12,12,20,28,4
ENSG00000259211.1,4,3,4,10,5,14,20,0
ENSG00000259212.1,17,3,5,5,9,4,4,4
ENSG00000259215.1,3,5,4,1,1,6,8,3
ENSG00000259216.2,3,2,0,1,0,1,2,0
ENSG00000259217.2,1,0,0,0,0,0,0,0
ENSG00000259218.6,0,0,0,1,0,0,0,0
ENSG00000259219.1,6,6,1,1,6,3,3,2
ENSG00000259221.5,1,0,0,0,0,0,1,0
ENSG00000259222.2,0,0,0,1,0,0,0,0
ENSG00000259224.2,6,1,1,0,3,1,2,1
ENSG00000259225.7,147,11,32,164,119,709,8,36
ENSG00000259228.1,3,2,1,3,1,1,1,0
ENSG00000259230.1,12,43,9,126,6,25,28,5
ENSG00000259231.2,4,0,0,0,0,0,0,0
ENSG00000259232.2,9,0,0,0,1,0,0,1
ENSG00000259234.6,3,0,0,0,0,1,0,0
ENSG00000259235.2,2,0,0,1,0,1,0,0
ENSG00000259236.1,10,2,3,14,4,17,1,7
ENSG00000259237.1,0,0,0,0,35,11,31,1
ENSG00000259238.1,16,0,1,1,2,2,3,0
ENSG00000259240.1,1,10,0,1,1,0,0,0
ENSG00000259242.2,23,1,3,0,1,2,2,1
ENSG00000259244.1,6,1,1,14,2,5,6,5
ENSG00000259245.2,0,1,0,3,0,0,0,0
ENSG00000259248.7,170,10,9,42,24,31,55,11
ENSG00000259250.1,10,32,15,74,41,40,44,29
ENSG00000259251.2,14,1,5,16,16,14,11,1
ENSG00000259252.1,0,0,0,0,0,0,2,0
ENSG00000259254.1,2,1,0,0,0,0,0,0
ENSG00000259255.1,0,0,0,1,0,0,0,0
ENSG00000259257.1,5,0,0,0,0,0,0,0
ENSG00000259258.1,8,0,0,0,4,0,1,0
ENSG00000259259.1,2,0,0,0,3,0,1,0
ENSG00000259261.2,24,0,7,9,29,3,0,0
ENSG00000259262.1,0,0,0,0,0,2,7,1
ENSG00000259265.1,0,1,0,0,0,0,0,0
ENSG00000259267.3,0,0,0,0,0,0,1,0
ENSG00000259268.2,0,0,0,0,0,1,0,0
ENSG00000259269.2,10,0,2,1,0,1,0,0
ENSG00000259270.1,1,0,0,0,0,0,0,0
ENSG00000259271.1,3,0,4,0,0,0,0,0
ENSG00000259273.1,0,1,0,1,0,0,0,0
ENSG00000259274.1,11,0,0,1,0,2,1,0
ENSG00000259275.4,38,11,14,46,40,47,9,27
ENSG00000259276.1,41,0,0,1,2,0,1,0
ENSG00000259277.1,4,0,0,0,0,2,0,0
ENSG00000259278.2,46,3,2,8,7,0,1,1
ENSG00000259283.2,0,0,17,1,4,0,0,0
ENSG00000259285.1,0,0,0,1,0,2,0,2
ENSG00000259286.3,2,1,0,1,1,0,4,0
ENSG00000259287.2,3,1,2,7,1,6,4,8
ENSG00000259288.7,6,1,0,1,0,0,0,0
ENSG00000259289.2,1,0,0,0,0,0,0,0
ENSG00000259290.1,2,0,0,0,1,0,0,0
ENSG00000259291.2,155,132,131,224,174,233,220,123
ENSG00000259293.1,3,0,0,1,0,0,0,1
ENSG00000259294.1,55,0,1,2,4,4,0,2
ENSG00000259295.6,36,17,117,21,8,14,178,4
ENSG00000259296.1,0,0,2,2,0,0,0,0
ENSG00000259299.1,3,0,0,0,2,0,0,0
ENSG00000259300.2,3,0,0,0,0,0,1,0
ENSG00000259303.5,1,1,9,1,5,1,0,0
ENSG00000259305.6,14,0,1,8,6,6,10,2
ENSG00000259306.2,0,7,1,0,0,0,0,2
ENSG00000259307.1,1,0,2,1,2,1,2,1
ENSG00000259308.3,2,0,0,1,2,3,0,1
ENSG00000259309.2,7,0,1,2,0,1,10,0
ENSG00000259312.1,0,1,0,0,0,0,0,0
ENSG00000259314.1,8,1,3,3,6,4,1,0
ENSG00000259315.1,15,7,7,40,6,9,20,3
ENSG00000259316.12,14,0,1,3,0,1,2,0
ENSG00000259318.1,71,15,5,13,15,16,8,3
ENSG00000259319.1,103,44,87,116,156,90,47,53
ENSG00000259321.1,9,4,3,29,23,28,22,4
ENSG00000259322.1,10,1,1,5,4,3,5,0
ENSG00000259326.1,53,8,2,6,7,9,16,3
ENSG00000259330.3,816,814,709,639,1429,650,737,577
ENSG00000259334.1,4,0,0,0,0,1,0,0
ENSG00000259335.1,14,0,0,1,1,0,2,0
ENSG00000259336.1,26,1,0,1,2,0,3,1
ENSG00000259337.4,64,5,107,175,232,119,5,40
ENSG00000259338.1,1,2,1,0,1,0,2,0
ENSG00000259339.2,0,1,0,0,0,0,0,0
ENSG00000259341.2,3,110,20,72,12,55,5,6
ENSG00000259342.1,30,23,7,197,31,328,90,64
ENSG00000259343.7,105,2,33,27,13,18,5,15
ENSG00000259345.7,328,19,11,20,62,14,42,30
ENSG00000259346.2,0,0,1,0,0,1,1,0
ENSG00000259347.7,12,5,1,6,1,13,2,2
ENSG00000259349.2,25,7,15,25,8,21,23,0
ENSG00000259351.1,54,3,0,13,10,1,7,3
ENSG00000259353.1,0,81,1,2,2,0,2,4
ENSG00000259354.5,170,23,6,45,61,61,66,28
ENSG00000259356.1,2,0,0,0,0,0,0,1
ENSG00000259358.1,5,1,0,0,2,0,1,0
ENSG00000259359.2,9,0,1,3,4,1,0,0
ENSG00000259362.2,5,1,3,4,3,3,1,1
ENSG00000259363.6,63,47,37,44,94,42,8,34
ENSG00000259364.1,3,2,1,1,2,4,3,0
ENSG00000259365.1,1,0,0,1,0,1,1,1
ENSG00000259366.1,63,35,24,20,66,28,45,27
ENSG00000259367.1,67,2,0,0,2,2,3,7
ENSG00000259369.1,0,0,1,0,0,0,0,0
ENSG00000259370.2,26,13,42,7,3,31,3,11
ENSG00000259374.2,1,0,0,6,0,8,0,1
ENSG00000259376.1,4,3,1,9,14,4,3,5
ENSG00000259377.1,5,0,0,1,0,0,0,1
ENSG00000259378.1,36,0,2,4,7,0,4,2
ENSG00000259379.1,4,0,0,0,0,0,0,0
ENSG00000259380.6,2,0,1,1,8,1,0,1
ENSG00000259381.2,20,1,3,7,15,3,5,4
ENSG00000259383.1,0,2,0,0,0,0,0,0
ENSG00000259388.1,0,1,0,1,0,1,1,0
ENSG00000259389.2,3,0,0,0,0,0,1,0
ENSG00000259390.4,1,0,0,0,0,0,0,0
ENSG00000259392.2,11,1,0,2,12,13,14,0
ENSG00000259394.2,7,13,1,0,0,1,1,0
ENSG00000259396.1,1,0,0,0,0,0,0,0
ENSG00000259397.3,4,2,0,4,3,2,2,1
ENSG00000259398.1,4,0,0,2,1,1,0,0
ENSG00000259402.1,9,0,0,0,0,1,1,2
ENSG00000259404.5,12,0,0,11,1,4,0,1
ENSG00000259405.1,3,1,3,7,7,6,2,1
ENSG00000259407.1,35,3,3,22,18,17,10,2
ENSG00000259408.2,1,2,2,18,6,10,17,5
ENSG00000259410.5,4,1,0,2,0,1,0,0
ENSG00000259411.1,6,1,0,1,0,1,1,1
ENSG00000259414.1,0,0,0,1,0,0,1,0
ENSG00000259415.1,2,0,0,0,0,0,0,0
ENSG00000259416.2,6,3,1,10,3,13,6,0
ENSG00000259417.3,15,387,37,18,13,19,31,3
ENSG00000259418.1,4,0,0,0,1,0,0,0
ENSG00000259419.2,0,0,1,0,0,1,0,0
ENSG00000259420.5,7,15,2,6,4,4,0,0
ENSG00000259421.1,1,0,0,0,2,0,0,0
ENSG00000259422.1,4,2,3,6,1,2,3,0
ENSG00000259423.3,42,0,0,0,0,0,0,1
ENSG00000259424.1,0,0,4,1,2,5,6,0
ENSG00000259425.5,3,0,5,0,2,1,2,2
ENSG00000259426.6,54,14,33,78,48,63,33,35
ENSG00000259429.5,119,44,21,37,63,39,137,17
ENSG00000259430.2,5,0,15,5,35,5,41,4
ENSG00000259431.6,265,99,192,132,587,172,215,109
ENSG00000259432.1,3,0,0,0,0,0,0,0
ENSG00000259433.2,1,0,1,1,1,0,0,0
ENSG00000259436.1,9,9,26,30,17,23,2,6
ENSG00000259437.1,0,0,0,0,0,1,0,0
ENSG00000259438.1,1,3,2,0,8,0,0,1
ENSG00000259439.2,3,105,0,369,0,2,1,21
ENSG00000259440.2,10,0,0,0,2,0,0,0
ENSG00000259441.2,10,0,3,0,0,0,0,0
ENSG00000259442.1,1,0,0,0,0,0,5,0
ENSG00000259444.1,2,5,1,0,9,2,0,0
ENSG00000259446.6,1,0,0,0,1,1,0,0
ENSG00000259447.1,43,0,0,0,0,0,0,0
ENSG00000259448.3,37,35,25,71,45,29,66,4
ENSG00000259449.1,1,0,0,0,0,0,2,0
ENSG00000259453.1,89,2,2,1,4,1,0,2
ENSG00000259456.4,61,28,59,34,46,74,107,12
ENSG00000259457.1,2,0,1,0,0,0,18,24
ENSG00000259458.1,1,0,0,1,0,0,0,1
ENSG00000259459.6,19,12,10,7,8,16,2,9
ENSG00000259462.3,5,1,1,3,4,3,1,1
ENSG00000259463.1,8,0,0,0,0,2,0,1
ENSG00000259464.2,0,0,0,1,1,0,1,0
ENSG00000259465.2,0,1,0,0,0,0,0,0
ENSG00000259466.1,0,0,0,0,1,0,0,0
ENSG00000259467.1,6,0,0,0,0,0,0,0
ENSG00000259468.1,1,0,0,0,1,0,0,0
ENSG00000259470.2,2,9,4,3,4,2,0,0
ENSG00000259471.1,2,20,4,2,1,1,1,1
ENSG00000259473.1,0,0,1,5,1,1,0,0
ENSG00000259474.1,7,0,0,1,1,0,0,0
ENSG00000259475.1,10,1,0,0,0,4,4,0
ENSG00000259476.1,0,0,0,1,0,0,0,1
ENSG00000259477.1,0,0,0,0,1,0,0,0
ENSG00000259478.2,0,0,0,0,0,0,0,1
ENSG00000259479.6,42,72,31,100,59,106,201,10
ENSG00000259481.1,27,0,0,0,0,0,0,0
ENSG00000259482.2,1,0,0,0,0,0,0,0
ENSG00000259483.1,6,1,0,0,1,0,2,3
ENSG00000259485.2,2,89,1,89,0,1,1,1
ENSG00000259488.2,24,8,4,27,17,27,12,3
ENSG00000259489.2,0,0,0,0,0,1,0,0
ENSG00000259490.2,42,6,49,47,48,61,2,7
ENSG00000259493.2,0,1,0,0,0,0,1,0
ENSG00000259494.2,100,53,41,128,110,73,151,23
ENSG00000259495.3,35,34,142,73,152,96,77,25
ENSG00000259496.2,8,0,0,1,1,0,7,0
ENSG00000259498.1,7,9,0,2,2,6,0,2
ENSG00000259499.1,13,2,0,2,0,0,3,0
ENSG00000259500.1,0,10,3,11,3,1,1,1
ENSG00000259502.1,6,0,1,9,1,5,2,1
ENSG00000259503.1,2,1,0,0,0,1,10,0
ENSG00000259504.2,1,3,1,1,2,3,7,0
ENSG00000259505.1,9,0,0,0,1,1,0,0
ENSG00000259508.1,4,2,0,4,4,10,2,1
ENSG00000259511.3,1,0,0,3,4,3,4,0
ENSG00000259512.3,8,0,0,0,1,0,0,0
ENSG00000259513.1,11,0,0,1,0,0,0,0
ENSG00000259514.1,0,0,2,3,1,0,0,0
ENSG00000259515.1,11,7,2,19,4,24,23,2
ENSG00000259516.2,8,6,2,1,5,1,2,3
ENSG00000259518.2,4,0,0,0,11,2,0,3
ENSG00000259519.1,2,0,0,0,0,0,2,0
ENSG00000259520.6,16,3,6,13,24,18,17,9
ENSG00000259521.1,8,0,1,3,1,2,2,0
ENSG00000259523.1,12,24,12,15,26,30,17,16
ENSG00000259525.1,0,0,1,0,0,0,0,0
ENSG00000259527.2,0,0,0,0,0,2,0,0
ENSG00000259528.1,3,0,0,0,0,0,0,0
ENSG00000259529.2,9,6,7,20,7,11,11,1
ENSG00000259531.2,4,3,1,7,3,4,9,2
ENSG00000259532.1,11,1,0,0,1,0,1,0
ENSG00000259534.1,0,0,0,0,1,0,0,1
ENSG00000259535.1,1,0,0,0,0,0,0,0
ENSG00000259536.5,8,0,2,17,6,10,11,0
ENSG00000259540.1,0,0,0,1,0,0,3,0
ENSG00000259541.5,15,0,0,0,0,1,0,0
ENSG00000259542.5,1,0,0,0,0,0,0,1
ENSG00000259543.1,6,0,1,0,0,0,0,0
ENSG00000259544.1,20,0,0,1,1,2,0,0
ENSG00000259545.2,13,2,0,0,0,0,0,0
ENSG00000259547.1,6,0,0,0,0,0,0,0
ENSG00000259548.1,5,3,4,0,1,1,0,0
ENSG00000259550.2,0,1,0,0,0,0,0,0
ENSG00000259553.6,0,1,0,0,0,1,0,0
ENSG00000259554.1,2,0,0,0,0,0,0,0
ENSG00000259555.1,2,0,0,2,0,0,1,0
ENSG00000259556.2,34,10,7,8,9,7,6,4
ENSG00000259557.2,0,1,0,0,0,0,0,1
ENSG00000259560.2,0,0,0,0,0,1,0,0
ENSG00000259561.1,6,0,1,2,3,1,0,0
ENSG00000259562.2,38,18,8,39,32,26,45,14
ENSG00000259563.1,5,3,1,4,5,2,3,1
ENSG00000259564.2,11,0,0,0,2,0,0,1
ENSG00000259565.2,0,0,0,1,2,0,5,0
ENSG00000259570.1,13,0,1,7,7,6,29,2
ENSG00000259571.2,8,0,0,0,2,6,0,0
ENSG00000259575.1,29,0,0,1,4,1,4,1
ENSG00000259577.2,93,18,16,42,34,37,43,10
ENSG00000259579.1,3,0,1,3,1,3,0,2
ENSG00000259581.3,54,0,1,0,5,1,3,0
ENSG00000259582.4,14,0,0,3,0,0,1,0
ENSG00000259583.3,127,18,101,241,102,176,99,92
ENSG00000259584.1,2,0,2,10,3,8,2,0
ENSG00000259585.2,13,0,0,0,1,0,0,1
ENSG00000259586.1,0,0,0,0,1,0,0,0
ENSG00000259587.3,6,0,0,1,0,0,1,0
ENSG00000259588.1,0,0,0,0,2,0,5,0
ENSG00000259589.2,2,0,1,1,0,0,0,0
ENSG00000259590.1,4,6,0,6,12,11,0,0
ENSG00000259591.2,13,0,0,0,1,0,1,0
ENSG00000259592.1,8,3,7,4,2,1,8,0
ENSG00000259593.1,2,0,0,0,0,0,0,0
ENSG00000259594.6,6,0,2,7,2,0,0,0
ENSG00000259595.1,10,4,0,0,5,1,5,1
ENSG00000259598.1,4,0,2,1,1,1,0,0
ENSG00000259600.2,4,0,0,0,0,1,0,0
ENSG00000259604.5,0,0,0,2,0,0,0,0
ENSG00000259605.3,5,2,18,57,12,28,91,1
ENSG00000259609.1,11,0,1,0,0,4,0,0
ENSG00000259612.1,19,24,17,3,19,3,22,4
ENSG00000259614.2,2,0,1,0,0,2,0,0
ENSG00000259616.2,4,0,0,0,2,0,0,0
ENSG00000259617.1,11,1,0,1,0,2,1,0
ENSG00000259619.2,1,0,0,0,1,0,0,0
ENSG00000259620.1,3,0,0,0,0,0,0,0
ENSG00000259621.1,3,0,0,0,0,1,0,1
ENSG00000259626.2,2,0,0,0,0,0,0,0
ENSG00000259630.2,55,2,4,5,31,27,15,1
ENSG00000259631.1,0,0,9,0,6,0,0,0
ENSG00000259632.2,15,0,0,0,0,0,0,0
ENSG00000259635.1,10,3,4,8,7,11,32,1
ENSG00000259636.1,3,0,0,0,0,0,0,0
ENSG00000259639.6,0,0,0,1,0,0,0,0
ENSG00000259642.2,47,193,193,79,142,188,113,43
ENSG00000259644.1,27,3,2,9,4,3,9,0
ENSG00000259645.1,4,0,1,8,3,13,6,4
ENSG00000259647.1,0,1,1,1,1,0,3,1
ENSG00000259648.1,1,1,0,12,1,2,1,0
ENSG00000259649.4,6,1,0,0,4,4,3,7
ENSG00000259651.2,3,0,0,0,0,0,0,0
ENSG00000259654.1,13,1,1,4,2,2,1,2
ENSG00000259656.1,4,1,1,3,3,3,5,1
ENSG00000259657.1,15,4,3,17,17,6,9,2
ENSG00000259658.5,13,3,11,24,28,26,8,8
ENSG00000259659.1,25,4,6,14,13,3,22,3
ENSG00000259660.2,21,1,0,2,6,3,2,4
ENSG00000259663.2,46,21,0,3,418,1,17,6
ENSG00000259664.3,6,3,1,9,0,1,2,0
ENSG00000259665.1,0,0,0,4,3,1,5,0
ENSG00000259666.3,0,0,0,1,0,1,7,1
ENSG00000259668.6,48,22,13,24,63,23,47,16
ENSG00000259671.1,3,0,0,0,0,0,0,0
ENSG00000259672.3,1,0,0,0,0,2,0,11
ENSG00000259673.6,203,179,135,164,277,139,172,67
ENSG00000259674.1,7,325,8,6,17,28,7,1
ENSG00000259675.2,1,0,0,0,4,0,1,0
ENSG00000259676.1,0,0,0,1,2,1,0,0
ENSG00000259677.1,14,3,0,2,1,2,5,3
ENSG00000259678.1,5,0,0,1,3,1,1,0
ENSG00000259680.5,62,2,60,59,84,22,2,3
ENSG00000259681.1,0,0,0,0,2,0,1,0
ENSG00000259682.1,22,0,0,0,4,0,1,0
ENSG00000259683.1,3,6,5,56,29,30,82,7
ENSG00000259685.3,0,0,0,0,3,0,0,0
ENSG00000259686.1,10,0,0,0,1,0,1,0
ENSG00000259687.2,15,23,13,29,56,33,27,5
ENSG00000259688.1,5,0,0,1,1,0,0,0
ENSG00000259690.1,2,1,0,0,0,0,0,0
ENSG00000259691.2,1,0,0,0,0,0,0,0
ENSG00000259692.6,24,1,3,52,2,7,0,0
ENSG00000259695.2,4,0,0,0,0,0,0,0
ENSG00000259696.2,0,0,0,0,0,1,0,0
ENSG00000259697.2,2,0,0,0,0,0,40,0
ENSG00000259699.2,7,5,2,8,11,6,4,0
ENSG00000259701.1,3,1,0,1,0,0,0,0
ENSG00000259702.3,4,4,0,6,0,1,0,0
ENSG00000259704.2,32,4,14,17,36,23,32,1
ENSG00000259705.1,12,0,7,3,3,8,3,5
ENSG00000259706.1,29,9,12,5,17,5,10,0
ENSG00000259707.1,2,2,1,2,3,1,4,0
ENSG00000259708.1,1,0,0,0,1,0,0,0
ENSG00000259709.1,16,3,0,1,3,2,7,0
ENSG00000259710.1,2,1,0,3,1,1,1,1
ENSG00000259711.1,6,6,7,10,17,7,13,0
ENSG00000259712.1,3,6,1,9,9,9,16,0
ENSG00000259713.1,2,0,0,1,1,1,0,1
ENSG00000259717.1,1,3,1,3,32,4,0,0
ENSG00000259719.6,5,4,2,3,2,1,2,3
ENSG00000259720.2,0,1,0,2,0,0,1,1
ENSG00000259721.1,18,0,1,0,14,1,0,10
ENSG00000259722.2,2,0,0,0,0,0,1,0
ENSG00000259723.1,14,0,1,5,1,3,0,0
ENSG00000259724.2,3,0,0,0,0,0,1,0
ENSG00000259725.1,10,4,3,0,17,1,20,2
ENSG00000259726.1,2,0,0,1,3,0,0,0
ENSG00000259727.1,0,1,0,5,1,15,0,2
ENSG00000259728.5,11,9,31,17,31,11,7,2
ENSG00000259732.1,7,0,8,18,14,18,16,4
ENSG00000259735.1,21,0,0,0,2,0,0,0
ENSG00000259736.1,21,7,3,8,2,6,6,1
ENSG00000259738.1,0,2,0,0,0,0,0,0
ENSG00000259742.1,0,0,0,0,0,1,0,0
ENSG00000259743.2,10,0,0,0,0,0,0,0
ENSG00000259744.1,1,3,0,4,3,0,1,2
ENSG00000259746.1,10,8,0,4,5,4,3,2
ENSG00000259749.1,0,1,0,0,0,0,0,0
ENSG00000259750.1,3,0,0,0,0,0,0,0
ENSG00000259751.1,3,1,0,2,5,3,1,0
ENSG00000259754.2,0,0,0,0,0,1,0,0
ENSG00000259755.1,1,2,0,3,1,3,1,2
ENSG00000259756.1,3,0,0,0,0,0,1,0
ENSG00000259757.1,2,0,4,0,2,3,30,0
ENSG00000259760.1,5,6,1,6,6,10,0,0
ENSG00000259761.2,0,1,0,0,0,0,2,0
ENSG00000259762.1,4,0,10,5,3,7,10,1
ENSG00000259763.2,8,0,0,1,1,1,0,1
ENSG00000259764.1,1,0,0,0,0,0,1,0
ENSG00000259767.1,9,4,2,6,7,5,12,1
ENSG00000259768.6,298,84,217,182,144,175,337,106
ENSG00000259770.2,0,1,3,0,0,0,0,0
ENSG00000259771.1,7,7,0,1,16,0,3,3
ENSG00000259772.6,45,82,251,364,176,81,174,43
ENSG00000259774.1,1,2,29,0,2,4,2,0
ENSG00000259775.1,15,13,20,42,54,61,19,9
ENSG00000259776.1,1,0,0,0,0,1,1,0
ENSG00000259779.1,0,1,0,0,1,0,0,0
ENSG00000259781.1,106,282,268,137,308,83,504,168
ENSG00000259782.2,14,0,1,2,4,0,3,0
ENSG00000259783.6,2,1,2,1,0,0,2,0
ENSG00000259786.7,10,11,0,33,0,7,0,0
ENSG00000259788.1,2,1,0,1,0,1,1,0
ENSG00000259790.1,3,2,2,0,7,3,2,2
ENSG00000259791.1,11,0,0,0,0,0,0,0
ENSG00000259792.1,4,2,6,27,13,20,24,3
ENSG00000259793.1,7,2,2,5,3,7,8,2
ENSG00000259797.1,13,2,4,2,6,2,6,5
ENSG00000259798.1,7,0,3,7,3,0,9,2
ENSG00000259802.1,56,16,54,77,129,92,102,22
ENSG00000259803.7,2172,733,15980,4037,1193,3726,10679,639
ENSG00000259804.1,17,6,14,9,8,15,16,3
ENSG00000259805.1,4,1,0,0,1,2,0,0
ENSG00000259807.2,42,0,5,23,62,19,2,34
ENSG00000259810.2,24,0,3,6,11,2,16,3
ENSG00000259813.1,0,0,0,2,0,0,0,0
ENSG00000259814.1,0,0,0,0,0,1,1,0
ENSG00000259815.1,4,0,0,0,0,3,0,1
ENSG00000259817.3,2,0,0,0,0,2,0,0
ENSG00000259818.1,4,0,3,2,4,2,0,2
ENSG00000259820.1,1191,83,114,286,304,143,482,60
ENSG00000259822.2,0,0,0,0,0,0,1,0
ENSG00000259823.6,0,1,1,0,1,0,0,0
ENSG00000259826.1,27,15,22,43,68,57,25,12
ENSG00000259828.1,2,0,1,4,12,6,19,2
ENSG00000259831.1,1,2,2,1,4,7,0,5
ENSG00000259832.1,1,0,2,0,0,0,3,0
ENSG00000259834.1,322,149,2756,538,1685,123,104,424
ENSG00000259838.1,7,1,2,1,4,1,3,1
ENSG00000259840.1,3,2,3,20,4,12,5,1
ENSG00000259842.2,19,0,15,9,28,0,0,0
ENSG00000259843.2,0,0,0,0,0,0,1,0
ENSG00000259845.1,87,0,2,5,7,1,1,1
ENSG00000259846.1,1,1,0,0,14,0,15,0
ENSG00000259847.2,12,3,13,12,10,10,5,2
ENSG00000259848.9,2,0,3,9,4,5,0,0
ENSG00000259852.2,0,0,0,1,1,0,0,0
ENSG00000259855.1,2,0,0,0,0,0,0,0
ENSG00000259856.1,51,57,66,17,70,16,53,16
ENSG00000259863.1,83,40,44,8,80,18,21,24
ENSG00000259865.1,279,159,257,696,322,384,453,78
ENSG00000259866.1,50,0,0,0,0,0,0,0
ENSG00000259867.6,14,0,2,2,3,3,0,1
ENSG00000259868.3,5,27,0,6,4,0,9,0
ENSG00000259869.2,12,14,6,6,9,26,7,6
ENSG00000259871.1,42,1,4,5,5,6,5,1
ENSG00000259873.1,0,0,0,0,1,0,0,0
ENSG00000259876.1,21,1,1,1,3,1,1,1
ENSG00000259877.2,134,72,382,146,139,262,248,66
ENSG00000259878.1,3,0,3,1,0,0,142,0
ENSG00000259881.1,10,3,25,17,10,138,4,2
ENSG00000259882.2,0,1,0,0,0,0,0,0
ENSG00000259883.2,58,7,0,3,11,13,1,0
ENSG00000259884.1,8,1,1,62,47,55,7,24
ENSG00000259887.1,2,1,18,4,12,0,39,3
ENSG00000259891.1,134,57,82,137,102,159,162,37
ENSG00000259895.1,5,5,4,2,6,7,3,3
ENSG00000259899.1,3,1,0,1,2,3,0,1
ENSG00000259904.1,1,17,5,5,5,4,2,3
ENSG00000259905.7,17,0,4,5,0,1,1,0
ENSG00000259907.1,0,0,0,1,2,2,0,0
ENSG00000259910.1,1,0,0,0,0,5,1,0
ENSG00000259912.1,0,0,1,0,0,1,0,0
ENSG00000259914.1,1,0,0,0,0,0,0,0
ENSG00000259915.2,27,6,7,3,4,9,11,11
ENSG00000259916.1,11,2,5,1,10,4,1,0
ENSG00000259917.1,51,41,14,5,20,11,45,5
ENSG00000259918.1,14,4,0,0,2,0,4,1
ENSG00000259920.1,2,3,6,3,5,5,14,5
ENSG00000259921.1,12,2,1,8,9,14,17,1
ENSG00000259922.1,15,0,0,1,1,1,0,0
ENSG00000259923.1,0,0,0,0,0,1,0,0
ENSG00000259924.1,43,2,1,1,4,2,2,2
ENSG00000259925.1,282,178,11,62,128,206,37,8
ENSG00000259926.1,31,0,0,0,3,0,1,0
ENSG00000259928.1,0,0,0,3,2,0,0,0
ENSG00000259931.2,3,0,0,1,0,0,0,0
ENSG00000259932.1,8,0,3,1,0,0,2,0
ENSG00000259933.6,15,33,5,9,4,20,13,4
ENSG00000259935.1,47,2,1,2,3,5,3,0
ENSG00000259940.2,7,1,9,6,4,11,14,3
ENSG00000259943.1,248,75,253,288,318,245,341,48
ENSG00000259946.1,0,0,0,9,2,18,2,0
ENSG00000259947.1,0,0,0,0,0,1,1,0
ENSG00000259950.1,22,0,0,0,3,1,0,1
ENSG00000259953.2,238,519,266,244,267,393,313,144
ENSG00000259954.1,3,3,3,5,13,17,0,1
ENSG00000259956.2,3067,2672,3171,2723,4825,2813,3070,1964
ENSG00000259959.1,96,91,68,111,123,163,225,115
ENSG00000259964.7,38,0,0,3,1,1,1,0
ENSG00000259967.1,5,0,1,0,1,0,2,0
ENSG00000259968.3,0,0,0,0,0,0,5,0
ENSG00000259969.1,30,9,23,54,42,44,7,45
ENSG00000259970.1,0,0,0,0,0,0,1,1
ENSG00000259972.3,272,110,157,190,141,245,1421,60
ENSG00000259974.3,87,1023,240,0,461,400,560,258
ENSG00000259982.1,3,0,9,8,4,29,4,0
ENSG00000259984.1,6,1,2,3,5,1,0,2
ENSG00000259985.1,9,26,11,30,20,22,12,14
ENSG00000259986.1,4,1,1,0,0,0,0,0
ENSG00000259989.1,0,0,2,0,0,1,0,0
ENSG00000259990.2,0,0,3,2,6,0,0,0
ENSG00000259992.1,0,0,0,0,0,0,1,0
ENSG00000259993.1,0,0,0,0,0,0,1,0
ENSG00000259994.1,52,25,23,49,46,45,38,29
ENSG00000259995.1,0,1,0,1,1,0,0,0
ENSG00000259997.2,0,0,1,2,0,4,0,0
ENSG00000259999.1,29,0,1,0,0,0,0,1
ENSG00000260000.2,57,25,83,84,52,65,324,19
ENSG00000260001.6,8,1,17,59,14,18,80,3
ENSG00000260003.1,0,0,0,0,0,4,0,0
ENSG00000260005.6,13,12,14,87,27,60,71,9
ENSG00000260007.3,80,34,16,43,38,37,105,21
ENSG00000260008.1,3,0,6,5,4,0,3,1
ENSG00000260011.2,1,0,0,5,6,9,1,0
ENSG00000260012.1,31,0,0,4,2,0,1,0
ENSG00000260014.1,3,0,0,2,0,0,0,0
ENSG00000260015.1,15,39,5,5,1,9,6,0
ENSG00000260017.1,1,0,0,0,1,1,1,0
ENSG00000260018.1,24,4,71,67,30,65,42,9
ENSG00000260019.2,0,0,0,1,0,0,0,0
ENSG00000260022.1,37,15,19,19,17,31,28,3
ENSG00000260024.1,1,0,0,0,0,0,0,0
ENSG00000260025.1,18,22,49,26,271,69,45,19
ENSG00000260026.3,5,0,0,0,0,0,0,0
ENSG00000260027.5,707,131,46,97,406,126,16,515
ENSG00000260029.2,5,0,0,0,1,0,0,0
ENSG00000260030.1,2,0,0,0,0,0,0,0
ENSG00000260031.1,0,0,0,0,2,1,0,0
ENSG00000260032.2,32976,14215,8117,7922,27058,10890,13249,12404
